issueType,bankKey,itemId,status,routeKey,surface,field,value,reason
production_auto_grading_risk,b1_m04,v080149_cat04_redemittel_cat04_r_002,active,b1_m04,production,production_answer_fields,"Sehr geehrter Herr Schneider, | Sehr geehrter Herr Schneider, | [object Object] | [object Object] | [object Object] | [object Object]",Production card has answer/choice fields that could be confused with auto-grading.
production_auto_grading_risk,b1_m04,v080149_cat04_redemittel_cat04_r_003,active,b1_m04,production,production_answer_fields,"Sehr geehrte Damen und Herren, | Sehr geehrte Damen und Herren, | [object Object] | [object Object] | [object Object] | [object Object]",Production card has answer/choice fields that could be confused with auto-grading.
production_auto_grading_risk,b1_m04,v080149_cat04_redemittel_cat04_r_004,active,b1_m04,production,production_answer_fields,Ich bewerbe mich um die Stelle als Lagerhelfer. | Ich bewerbe mich um die Stelle als Lagerhelfer. | [object Object] | [object Object] | [object Object] | [object Object],Production card has answer/choice fields that could be confused with auto-grading.
production_auto_grading_risk,b1_m04,v080149_cat04_redemittel_cat04_r_006,active,b1_m04,production,production_answer_fields,Ich habe Ihre Stellenanzeige online gesehen. | Ich habe Ihre Stellenanzeige online gesehen. | [object Object] | [object Object] | [object Object] | [object Object],Production card has answer/choice fields that could be confused with auto-grading.
production_auto_grading_risk,b1_m04,v080149_cat04_redemittel_cat04_r_009,active,b1_m04,production,production_answer_fields,Im Anhang finden Sie meinen Lebenslauf. | Im Anhang finden Sie meinen Lebenslauf. | [object Object] | [object Object] | [object Object] | [object Object],Production card has answer/choice fields that could be confused with auto-grading.
production_auto_grading_risk,b1_m04,v080149_cat04_redemittel_cat04_r_010,active,b1_m04,production,production_answer_fields,Im Anhang finden Sie meine Bewerbungsunterlagen. | Im Anhang finden Sie meine Bewerbungsunterlagen. | [object Object] | [object Object] | [object Object] | [object Object],Production card has answer/choice fields that could be confused with auto-grading.
production_auto_grading_risk,b1_m04,v080149_cat04_redemittel_cat04_r_013,active,b1_m04,production,production_answer_fields,"Könnten Sie mir bitte kurz bestätigen, dass meine Bewerbung angekommen ist? | Könnten Sie mir bitte kurz bestätigen, dass meine Bewerbung angekommen ist? | [object Object] | [object Object] | [object Object] | [object Object]",Production card has answer/choice fields that could be confused with auto-grading.
production_auto_grading_risk,b1_m04,v080149_cat04_redemittel_cat04_r_014,active,b1_m04,production,production_answer_fields,"Ich wollte kurz nachfragen, ob es schon eine Rückmeldung gibt. | Ich wollte kurz nachfragen, ob es schon eine Rückmeldung gibt. | [object Object] | [object Object] | [object Object] | [object Object]",Production card has answer/choice fields that could be confused with auto-grading.
production_auto_grading_risk,b1_m04,v080149_cat04_redemittel_cat04_r_015,active,b1_m04,production,production_answer_fields,Vielen Dank für die Einladung zum Vorstellungsgespräch. | Vielen Dank für die Einladung zum Vorstellungsgespräch. | [object Object] | [object Object] | [object Object] | [object Object],Production card has answer/choice fields that could be confused with auto-grading.
production_auto_grading_risk,b1_m04,v080149_cat04_redemittel_cat04_r_016,active,b1_m04,production,production_answer_fields,Den Termin am Dienstag bestätige ich gern. | Den Termin am Dienstag bestätige ich gern. | [object Object] | [object Object] | [object Object] | [object Object],Production card has answer/choice fields that could be confused with auto-grading.
production_auto_grading_risk,b1_m04,v080149_cat04_redemittel_cat04_r_019,active,b1_m04,production,production_answer_fields,Wäre ein anderer Termin möglich? | Wäre ein anderer Termin möglich? | [object Object] | [object Object] | [object Object] | [object Object],Production card has answer/choice fields that could be confused with auto-grading.
production_auto_grading_risk,b1_m04,v080149_cat04_redemittel_cat04_r_023,active,b1_m04,production,production_answer_fields,Bei Fragen melden Sie sich gern. | Bei Fragen melden Sie sich gern. | [object Object] | [object Object] | [object Object] | [object Object],Production card has answer/choice fields that could be confused with auto-grading.
production_auto_grading_risk,b1_m04,v080149_cat04_redemittel_cat04_r_024,active,b1_m04,production,production_answer_fields,Mit freundlichen Grüßen | Mit freundlichen Grüßen | [object Object] | [object Object] | [object Object] | [object Object],Production card has answer/choice fields that could be confused with auto-grading.
production_auto_grading_risk,b1_m04,v080149_cat04_redemittel_cat04_r_025,active,b1_m04,production,production_answer_fields,Ich habe drei Jahre Berufserfahrung im Verkauf. | Ich habe drei Jahre Berufserfahrung im Verkauf. | [object Object] | [object Object] | [object Object] | [object Object],Production card has answer/choice fields that could be confused with auto-grading.
production_auto_grading_risk,b1_m04,v080149_cat04_redemittel_cat04_r_026,active,b1_m04,production,production_answer_fields,In meiner letzten Stelle war ich für den Kundenkontakt zuständig. | In meiner letzten Stelle war ich für den Kundenkontakt zuständig. | [object Object] | [object Object] | [object Object] | [object Object],Production card has answer/choice fields that could be confused with auto-grading.
production_auto_grading_risk,b1_m04,v080149_cat04_redemittel_cat04_r_027,active,b1_m04,production,production_answer_fields,Ich habe im Bereich Logistik gearbeitet. | Ich habe im Bereich Logistik gearbeitet. | [object Object] | [object Object] | [object Object] | [object Object],Production card has answer/choice fields that could be confused with auto-grading.
production_auto_grading_risk,b1_m04,v080149_cat04_redemittel_cat04_r_033,active,b1_m04,production,production_answer_fields,Ich kann auch selbstständig arbeiten. | Ich kann auch selbstständig arbeiten. | [object Object] | [object Object] | [object Object] | [object Object],Production card has answer/choice fields that could be confused with auto-grading.
production_auto_grading_risk,b1_m04,v080149_cat04_redemittel_cat04_r_034,active,b1_m04,production,production_answer_fields,Ich möchte mich beruflich weiterentwickeln. | Ich möchte mich beruflich weiterentwickeln. | [object Object] | [object Object] | [object Object] | [object Object],Production card has answer/choice fields that could be confused with auto-grading.
production_auto_grading_risk,b1_m04,v080149_cat04_redemittel_cat04_r_035,active,b1_m04,production,production_answer_fields,Ich kann ab dem 1. August anfangen. | Ich kann ab dem 1. August anfangen. | [object Object] | [object Object] | [object Object] | [object Object],Production card has answer/choice fields that could be confused with auto-grading.
production_auto_grading_risk,b1_m04,v080149_cat04_redemittel_cat04_r_037,active,b1_m04,production,production_answer_fields,Ich habe noch eine Frage zur Stelle. | Ich habe noch eine Frage zur Stelle. | [object Object] | [object Object] | [object Object] | [object Object],Production card has answer/choice fields that could be confused with auto-grading.
production_auto_grading_risk,b1_m04,v080149_cat04_redemittel_cat04_r_042,active,b1_m04,production,production_answer_fields,Vielen Dank für Ihre Rückmeldung. | Vielen Dank für Ihre Rückmeldung. | [object Object] | [object Object] | [object Object] | [object Object],Production card has answer/choice fields that could be confused with auto-grading.
production_auto_grading_risk,b1_m04,v080149_cat04_redemittel_cat04_r_044,active,b1_m04,production,production_answer_fields,Ich reiche das fehlende Zeugnis nach. | Ich reiche das fehlende Zeugnis nach. | [object Object] | [object Object] | [object Object] | [object Object],Production card has answer/choice fields that could be confused with auto-grading.
production_auto_grading_risk,b1_m04,v080149_cat04_redemittel_cat04_r_046,active,b1_m04,production,production_answer_fields,Könnten Sie mir bitte beim Hochladen helfen? | Könnten Sie mir bitte beim Hochladen helfen? | [object Object] | [object Object] | [object Object] | [object Object],Production card has answer/choice fields that could be confused with auto-grading.
production_auto_grading_risk,b1_m04,v080149_cat04_redemittel_cat04_r_048,active,b1_m04,production,production_answer_fields,Gern sende ich Ihnen weitere Unterlagen. | Gern sende ich Ihnen weitere Unterlagen. | [object Object] | [object Object] | [object Object] | [object Object],Production card has answer/choice fields that could be confused with auto-grading.
production_auto_grading_risk,b1_m04,v080149_cat04_redemittel_cat04_r_049,active,b1_m04,production,production_answer_fields,Ich habe meinen Lebenslauf aktualisiert. | Ich habe meinen Lebenslauf aktualisiert. | [object Object] | [object Object] | [object Object] | [object Object],Production card has answer/choice fields that could be confused with auto-grading.
production_auto_grading_risk,b1_m04,v080149_cat04_redemittel_cat04_r_050,active,b1_m04,production,production_answer_fields,Ich bringe die nötigen Qualifikationen mit. | Ich bringe die nötigen Qualifikationen mit. | [object Object] | [object Object] | [object Object] | [object Object],Production card has answer/choice fields that could be confused with auto-grading.
production_auto_grading_risk,b1_m04,v080149_cat04_redemittel_cat04_r_051,active,b1_m04,production,production_answer_fields,"Ich denke, dass ich gut zu der Stelle passe. | Ich denke, dass ich gut zu der Stelle passe. | [object Object] | [object Object] | [object Object] | [object Object]",Production card has answer/choice fields that could be confused with auto-grading.
