sourceIssueType,issueType,bankKey,itemId,afterStatus,afterIssues,sourcePrompt,sourceCue,recommendedAction
prompt_cue,raw_x_vs_y_internal_label,b1_m03,v080149_cat03_contrast_cat03_cs_021,review,internal_label_sanitised|internal_label_visible|meaning_choice_cue_missing,Welches Verb passt? | suchen vs finden vs bekommen | `suchen` is the search process. | suchen | suchen | Use `eine Stelle suchen` before you have found it.,suchen vs finden vs bekommen,Source cleanup batch should rewrite/import safe learner-facing cue/display fields.
prompt_cue,rendered_prompt_internal_label,b1_m03,v080149_cat03_contrast_cat03_cs_022,review,internal_label_sanitised|prompt_internal_label_sanitised|internal_label_visible|meaning_choice_cue_missing,Welche Form passt in dieser CAT03-Situation? (Rückmeldung vs Bescheid vs Mitteilung) | Rückmeldung vs Bescheid vs Mitteilung,Rückmeldung vs Bescheid vs Mitteilung,Source cleanup batch should rewrite/import safe learner-facing cue/display fields.
prompt_cue,raw_backtick_or_internal_label,b1_m03,v080149_cat03_contrast_cat03_cs_022,review,internal_label_sanitised|prompt_internal_label_sanitised|internal_label_visible|meaning_choice_cue_missing,Welche Form passt in dieser CAT03-Situation? (Rückmeldung vs Bescheid vs Mitteilung) | Rückmeldung vs Bescheid vs Mitteilung | `Rückmeldung` is a response/reply. | Rückmeldung | Rückmeldung | Choose the word by the type of response.,Rückmeldung vs Bescheid vs Mitteilung,Source cleanup batch should rewrite/import safe learner-facing cue/display fields.
prompt_cue,raw_x_vs_y_internal_label,b1_m03,v080149_cat03_contrast_cat03_cs_022,review,internal_label_sanitised|prompt_internal_label_sanitised|internal_label_visible|meaning_choice_cue_missing,Welche Form passt in dieser CAT03-Situation? (Rückmeldung vs Bescheid vs Mitteilung) | Rückmeldung vs Bescheid vs Mitteilung | `Rückmeldung` is a response/reply. | Rückmeldung | Rückmeldung | Choose the word by the type of response.,Rückmeldung vs Bescheid vs Mitteilung,Source cleanup batch should rewrite/import safe learner-facing cue/display fields.
prompt_cue,raw_backtick_or_internal_label,b1_m03,v080149_cat03_practice_family_cat03_pf_001,review,cloze_needs_review|normal_practice_excluded_by_display_schema|cloze_context_cue_missing,Ich möchte einen Antrag ___. | Ich möchte einen Antrag ___. | Ich möchte einen Antrag stellen. | stellen | Collocation: `einen Antrag stellen` is the office phrase.,Ich möchte einen Antrag ___.,Source cleanup batch should rewrite/import safe learner-facing cue/display fields.
prompt_cue,raw_backtick_or_internal_label,b1_m03,v080149_cat03_practice_family_cat03_pf_002,review,cloze_needs_review|normal_practice_excluded_by_display_schema|cloze_context_cue_missing,Ich muss das Formular ___. | Ich muss das Formular ___. | Ich muss das Formular ausfüllen. | ausfüllen | Use `ausfüllen` for filling in a form.,Ich muss das Formular ___.,Source cleanup batch should rewrite/import safe learner-facing cue/display fields.
prompt_cue,raw_backtick_or_internal_label,b1_m03,v080149_cat03_practice_family_cat03_pf_003,review,cloze_needs_review|normal_practice_excluded_by_display_schema|cloze_context_cue_missing,Bitte ___ Sie das Formular hier. | Bitte ___ Sie das Formular hier. | Bitte unterschreiben Sie das Formular hier. | unterschreiben | Use `unterschreiben` when signing a form.,Bitte ___ Sie das Formular hier.,Source cleanup batch should rewrite/import safe learner-facing cue/display fields.
prompt_cue,raw_backtick_or_internal_label,b1_m03,v080149_cat03_practice_family_cat03_pf_004,review,cloze_needs_review|normal_practice_excluded_by_display_schema|cloze_context_cue_missing,Ich muss die Unterlagen bis Freitag ___. | Ich muss die Unterlagen bis Freitag ___. | Ich muss die Unterlagen bis Freitag einreichen. | einreichen | Use `Unterlagen einreichen` for formally submitting documents.,Ich muss die Unterlagen bis Freitag ___.,Source cleanup batch should rewrite/import safe learner-facing cue/display fields.
prompt_cue,raw_backtick_or_internal_label,b1_m03,v080149_cat03_practice_family_cat03_pf_005,review,cloze_needs_review|normal_practice_excluded_by_display_schema|cloze_context_cue_missing,Den fehlenden Nachweis kann ich morgen ___. | Den fehlenden Nachweis kann ich morgen ___. | Den fehlenden Nachweis kann ich morgen nachreichen. | nachreichen | `nachreichen` means submit something later or additionally.,Den fehlenden Nachweis kann ich morgen ___.,Source cleanup batch should rewrite/import safe learner-facing cue/display fields.
prompt_cue,raw_backtick_or_internal_label,b1_m03,v080149_cat03_practice_family_cat03_pf_006,active-normal,,Beim Termin muss ich den Nachweis ___. | Beim Termin muss ich den Nachweis ___. | Beim Termin muss ich den Nachweis vorlegen. | vorlegen | Formal office phrase: `einen Nachweis vorlegen`.,,Non-blocking source cleanup candidate; runtime guard already prevents learner-facing leakage.
prompt_cue,raw_backtick_or_internal_label,b1_m03,v080149_cat03_practice_family_cat03_pf_007,active-normal,,Ich habe morgen einen Termin bei der ___. | Ich habe morgen einen Termin bei der ___. | Ich habe morgen einen Termin bei der Arbeitsagentur. | Arbeitsagentur | Use `bei der Arbeitsagentur` for the employment agency.,,Non-blocking source cleanup candidate; runtime guard already prevents learner-facing leakage.
prompt_cue,raw_backtick_or_internal_label,b1_m03,v080149_cat03_practice_family_cat03_pf_008,review,cloze_needs_review|normal_practice_excluded_by_display_schema|cloze_context_cue_missing,Ich möchte mich arbeitssuchend ___. | Ich möchte mich arbeitssuchend ___. | Ich möchte mich arbeitssuchend melden. | melden | Reflexive admin phrase: `sich arbeitssuchend melden`. Legal distinction needs review. | legal/admin distinction | legal/admin distinction,Ich möchte mich arbeitssuchend ___.,Source cleanup batch should rewrite/import safe learner-facing cue/display fields.
prompt_cue,raw_backtick_or_internal_label,b1_m03,v080149_cat03_practice_family_cat03_pf_009,active-normal,,Ich möchte einen Beratungstermin ___. | Ich möchte einen Beratungstermin ___. | Ich möchte einen Beratungstermin vereinbaren. | vereinbaren | Use `vereinbaren` for arranging an appointment.,,Non-blocking source cleanup candidate; runtime guard already prevents learner-facing leakage.
prompt_cue,raw_backtick_or_internal_label,b1_m03,v080149_cat03_practice_family_cat03_pf_010,review,cloze_needs_review|normal_practice_excluded_by_display_schema|cloze_context_cue_missing,"Morgen habe ich ein ___ bei der Berufsberatung. | Morgen habe ich ein ___ bei der Berufsberatung. | Morgen habe ich ein Beratungsgespräch bei der Berufsberatung. | Beratungsgespräch | `Beratungsgespräch` is an advice appointment, not a job interview.",Morgen habe ich ein ___ bei der Berufsberatung.,Source cleanup batch should rewrite/import safe learner-facing cue/display fields.
prompt_cue,raw_backtick_or_internal_label,b1_m03,v080149_cat03_practice_family_cat03_pf_011,review,cloze_needs_review|normal_practice_excluded_by_display_schema|cloze_context_cue_missing,Ich möchte eine Stelle ___. | Ich möchte eine Stelle ___. | Ich möchte eine Stelle suchen. | suchen | Use `eine Stelle suchen` for looking for a job.,Ich möchte eine Stelle ___.,Source cleanup batch should rewrite/import safe learner-facing cue/display fields.
prompt_cue,raw_backtick_or_internal_label,b1_m03,v080149_cat03_practice_family_cat03_pf_012,review,cloze_needs_review|normal_practice_excluded_by_display_schema|cloze_context_cue_missing,"Ich hoffe, bald eine Stelle zu ___. | Ich hoffe, bald eine Stelle zu ___. | Ich hoffe, bald eine Stelle zu finden. | finden | `finden` is the result of the search.","Ich hoffe, bald eine Stelle zu ___.",Source cleanup batch should rewrite/import safe learner-facing cue/display fields.
prompt_cue,raw_backtick_or_internal_label,b1_m03,v080149_cat03_practice_family_cat03_pf_013,review,cloze_needs_review|normal_practice_excluded_by_display_schema|cloze_context_cue_missing,Ich möchte das Stellenangebot zuerst ___. | Ich möchte das Stellenangebot zuerst ___. | Ich möchte das Stellenangebot zuerst prüfen. | prüfen | Use `prüfen` for checking whether a job offer fits.,Ich möchte das Stellenangebot zuerst ___.,Source cleanup batch should rewrite/import safe learner-facing cue/display fields.
prompt_cue,raw_backtick_or_internal_label,b1_m03,v080149_cat03_practice_family_cat03_pf_014,review,cloze_needs_review|normal_practice_excluded_by_display_schema|cloze_context_cue_missing,Ich muss die Frist ___. | Ich muss die Frist ___. | Ich muss die Frist einhalten. | einhalten | Use `eine Frist einhalten` for meeting a deadline.,Ich muss die Frist ___.,Source cleanup batch should rewrite/import safe learner-facing cue/display fields.
prompt_cue,raw_backtick_or_internal_label,b1_m03,v080149_cat03_practice_family_cat03_pf_015,review,cloze_needs_review|normal_practice_excluded_by_display_schema|cloze_context_cue_missing,Ich habe einen ___ vom Amt bekommen. | Ich habe einen ___ vom Amt bekommen. | Ich habe einen Bescheid vom Amt bekommen. | Bescheid | `Bescheid` is an official notice/decision; review before import. | official notice nuance | official notice nuance,Ich habe einen ___ vom Amt bekommen.,Source cleanup batch should rewrite/import safe learner-facing cue/display fields.
prompt_cue,raw_backtick_or_internal_label,b1_m03,v080149_cat03_practice_family_cat03_pf_016,review,cloze_needs_review|normal_practice_excluded_by_display_schema|cloze_context_cue_missing,Welche Stelle ist dafür ___? | Welche Stelle ist dafür ___? | Welche Stelle ist dafür zuständig? | zuständig | `zuständig` means responsible/competent for the matter.,Welche Stelle ist dafür ___?,Source cleanup batch should rewrite/import safe learner-facing cue/display fields.
prompt_cue,raw_backtick_or_internal_label,b1_m03,v080149_cat03_practice_family_cat03_pf_017,review,cloze_needs_review|normal_practice_excluded_by_display_schema|cloze_context_cue_missing,Sind meine Unterlagen ___? | Sind meine Unterlagen ___? | Sind meine Unterlagen vollständig? | vollständig | `vollständig` means complete; do not use `voll` here.,Sind meine Unterlagen ___?,Source cleanup batch should rewrite/import safe learner-facing cue/display fields.
prompt_cue,raw_backtick_or_internal_label,b1_m03,v080149_cat03_practice_family_cat03_pf_018,review,cloze_needs_review|normal_practice_excluded_by_display_schema|cloze_context_cue_missing,Der ___ Nachweis kommt morgen. | Der ___ Nachweis kommt morgen. | Der fehlende Nachweis kommt morgen. | fehlende | `fehlend` means missing; adjective ending is visible only in this fixed phrase.,Der ___ Nachweis kommt morgen.,Source cleanup batch should rewrite/import safe learner-facing cue/display fields.
prompt_cue,raw_backtick_or_internal_label,b1_m03,v080149_cat03_practice_family_cat03_pf_019,review,cloze_needs_review|normal_practice_excluded_by_display_schema|cloze_context_cue_missing,Meine ___ ist 123456. | Meine ___ ist 123456. | Meine Kundennummer ist 123456. | Kundennummer | `Kundennummer` identifies you as a client/customer.,Meine ___ ist 123456.,Source cleanup batch should rewrite/import safe learner-facing cue/display fields.
prompt_cue,raw_backtick_or_internal_label,b1_m03,v080149_cat03_practice_family_cat03_pf_020,review,cloze_needs_review|normal_practice_excluded_by_display_schema|cloze_context_cue_missing,Mein ___ ist AB-123. | Mein ___ ist AB-123. | Mein Aktenzeichen ist AB-123. | Aktenzeichen | `Aktenzeichen` is the case/reference number.,Mein ___ ist AB-123.,Source cleanup batch should rewrite/import safe learner-facing cue/display fields.
prompt_cue,raw_backtick_or_internal_label,b1_m03,v080149_cat03_practice_family_cat03_pf_021,review,cloze_needs_review|normal_practice_excluded_by_display_schema|cloze_context_cue_missing,Ich möchte eine Arbeitserlaubnis ___. | Ich möchte eine Arbeitserlaubnis ___. | Ich möchte eine Arbeitserlaubnis beantragen. | beantragen | Use `beantragen` for official permissions. Legal process needs review. | work-permit legal nuance | work-permit legal nuance,Ich möchte eine Arbeitserlaubnis ___.,Source cleanup batch should rewrite/import safe learner-facing cue/display fields.
prompt_cue,raw_backtick_or_internal_label,b1_m03,v080149_cat03_practice_family_cat03_pf_022,review,cloze_needs_review|normal_practice_excluded_by_display_schema|cloze_context_cue_missing,Mein Aufenthaltstitel läuft bald ___. | Mein Aufenthaltstitel läuft bald ___. | Mein Aufenthaltstitel läuft bald ab. | ab | Separable verb: `ablaufen` → `läuft ... ab`. Legal context needs review. | immigration/legal nuance | immigration/legal nuance,Mein Aufenthaltstitel läuft bald ___.,Source cleanup batch should rewrite/import safe learner-facing cue/display fields.
prompt_cue,raw_backtick_or_internal_label,b1_m03,v080149_cat03_practice_family_cat03_pf_023,review,cloze_needs_review|normal_practice_excluded_by_display_schema|cloze_context_cue_missing,Muss ich ___ vorbeikommen? | Muss ich ___ vorbeikommen? | Muss ich persönlich vorbeikommen? | persönlich | `persönlich` means in person.,Muss ich ___ vorbeikommen?,Source cleanup batch should rewrite/import safe learner-facing cue/display fields.
